latencia [ms]
2
11
12
7
27
11
26
19
17
5
10
8
29
18
9
6
22
9
13
14
30
8
10
0
25
10
21
3
16
23
24
18
29
22
12
23
4
14
28
23
11
2
12
26
2
9
10
0
9
21
3
12
4
5
18
8
24
12
6
2
7
29
9
25
30
4
7
17
20
34
14
9
6
8
20
29
2
21
9
10
2
4
11
19
0
8
6
21
19
37
0
29
4
20
1
2
13
4
7
7
0
5
23
10
9
20
7
9
21
24
10
24
8
22
7
18
19
0
11
19
22
9
11
9
26
19
4
5
7
28
24
4
9
4
16
1
16
2
31
4
12
3
16
22
27
6
4
25
24
5
17
23
3
9
8
13
13
26
19
4
5
29
23
24
32
8
5
5
15
29
6
28
3
9
1
26
25
23
4
8
3
24
20
2
6
1
9
28
9
0
9
22
10
10
17
30
13
27
0
36
7
24
9
15
10
0
3
10
5
9
8
19
7
4
17
2
4
20
26
11
23
28
11
27
2
10
12
20
20
4
2
28
1
8
3
29
8
3
2
0
2
28
7
3
0
10
13
25
10
10
27
36
20
11
5
19
18
3
1
6
26
31
8
23
2
11
1
22
4
0
7
28
23
2
17
22
7
4
4
13
2
2
8
13
24
12
9
39
14
8
8
6
8
12
5
2
13
14
24
19
27
9
6
23
37
3
22
17
4
10
6
17
22
21
41
0
28
3
9
0
22
33
4
13
24
12
2
14
14
6
5
13
6
20
10
3
29
8
0
13
17
25
25
5
9
24
22
12
7
2
6
20
15
10
23
15
8
8
27
30
6
25
3
14
22
2
10
5
4
6
15
6
31
13
10
9
6
2
25
4
25
5
12
14
14
13
31
22
2
28
19
34
28
17
8
1
7
18
31
16
29
2
10
8
22
24
3
8
1
8
23
10
25
7
1
29
10
17
27
3
0
28
2
20
14
3
15
17
8
3
24
11
10
22
12
2
9
3
3
19
19
7
27
8
9
29
18
30
7
16
18
24
11
24
21
12
25
7
22
34
7
23
2
4
23
2
1
2
11
9
10
9
8
8
10
9
4
6
30
5
2
28
14
28
2
6
16
27
4
11
28
32
13
0
2
2
2
3
19
28
20
20
1
1
4
5
10
29
24
10
12
25
6
26
17
22
13
3
1
28
11
4
15
1
18
0
13
6
6
9
12
28
15
3
17
27
5
0
4
26
31
23
6
0
28
31
11
21
3
3
22
14
18
14
24
4
9
6
3
13
0
0
3
25
31
10
0
24
2
31
11
6
4
1
9
32
11
8
14
30
18
2
2
33
22
6
4
24
20
9
27
30
3
20
10
6
10
32
15
13
19
1
2
22
30
20
7
7
1
7
24
24
9
25
14
34
15
6
0
6
29
31
17
4
2
24
3
28
2
12
23
22
1
8
2
26
5
10
28
10
5
7
9
8
24
8
5
17
4
14
16
9
2
13
11
6
5
6
7
1
24
9
2
16
27
19
17
12
6
6
23
3
2
29
26
3
3
6
24
10
24
11
25
7
25
14
28
2
3
6
12
12
4
0
15
12
9
6
25
9
25
1
5
1
28
3
3
17
8
16
18
10
25
4
14
3
1
5
4
5
9
29
34
13
2
11
23
14
11
21
20
27
9
5
16
0
12
21
10
29
6
17
10
7
26
25
21
24
4
16
29
23
2
12
16
6
1
20
23
11
23
2
9
3
0
11
8
29
5
2
13
6
11
16
5
10
27
28
28
4
0
26
11
0
14
24
27
20
8
8
23
23
11
1
7
27
0
1
4
10
20
9
15
6
30
10
1
24
10
0
20
27
6
11
9
29
11
24
4
0
1
30
1
20
3
20
11
7
13
10
21
6
8
5
9
33
8
11
25
5
24
3
15
4
7
1
8
22
6
4
2
2
5
6
2
9
2
3
6
30
28
23
11
6
2
37
8
18
9
2
17
31
1
4
2
27
12
3
3
24
12
29
6
8
2
15
6
15
7
4
18
28
13
4
28
29
7
11
34
2
0
27
7
2
7
14
31
9
14
2
17
18
0
16
11
6
15
27
32
5
0
29
11
12
0
6
23
0
22
16
22
7
26
0
18
32
8
7
9
9
1
0
13
7
1
7
3
36
18
2
20
5
4
5
8
21
10
24
4
5
0
1
9
7
25
12
26
19
3
14
18
7
8
9
12
26
7
11
34
26
0
2
5
29
0
7
34
23
11
5
21
10
2
11
14
1
20
14
29
1
15
37
8
2
2
5
23
3
21
15
13
4
5
19
27
2
6
2
28
5
11
28
10
1
6
14
1
7
30
33
19
1
29
9
4
34
8
3
4
1
4
0
2
29
5
5
24
23
7
15
17
7
6
7
32
24
9
3
25
6
7
4
15
12
30
4
6
18
3
14
15
28
9
8
22
22
2
7
24
9
4
28
24
20
32
10
5
0
20
28
2
12
11
0
16
0
3
27
0
2
9
23
5
23
4
0
0
10
6
7
8
14
9
5
10
8
3
10
29
1
7
23
0
10
28
6
26
23
11
1
5
20
33
6
1
2
4
12
5
11
18
29
3
9
20
2
2
24
5
2
25
29
10
11
7
11
2
10
30
23
5
6
28
14
31
8
11
6
10
10
19
8
13
19
38
5
10
9
2
30
21
32
6
4
27
25
4
25
3
6
9
26
22
8
33
0
5
1
23
20
13
6
1
1
4
6
8
16
7
6
12
19
14
10
7
9
6
17
36
3
1
27
4
28
32
1
25
27
26
12
21
20
15
4
